time,ZRX,SUSHI,YFI,COMP,MKR,RUNE,ENJ,CHZ,KSM,GRT,XMR,ETC,UNI,OP,LDO,HBAR,THETA,AXS,EGLD,SAND,FTM,ICP,VET,NEAR,AAVE,FIL,ATOM,XLM,LINK,AVAX,LTC,DOT,ACT,SOL,DOGE,ADA,XRP,BNB,ETH,BTC
2024-11-11 00:00:00,0.0,-0.0008831693161744,-0.0002873150409423,-0.002195608782435,-0.0014320785597382,-0.0015426808364756,-0.0010903804216138,-0.001944361352079,-0.0016463446005041,0.0011227755010383,-0.0004950188725946,-0.0015625678197839,-0.0011937059142701,-0.0007343491830366,-0.0013996889580093,-0.0020029133284777,-0.0016594516594515,-0.0012713403559754,0.0001641173767477,-0.0018326417704012,-0.0026724357342836,0.0018886790356629,-0.0050269157694744,-0.0014852535539995,-0.002633242047609,-0.0009361104610342,-0.000759878419453,-0.0018487705675724,-7.018528916336031e-05,-0.002479209163659,0.0003922081317819,-0.0005733944954128,,-0.0004756242568371,-0.0049819494584839,0.0018742545578462,-0.0013617021276596,-0.000669803046009,-0.0005684691220764,0.0003657567120709
2024-11-11 00:01:00,0.0024986118822873,0.0045460285389569,0.0033050725678975,0.0026005201040206,0.003482892849826,0.0034334763948498,0.0029714978775017,0.0026974374344372,0.0025251223911362,0.0044860651600966,-0.0036525722775955,0.0026518280224319,0.0034767492394611,0.0042256108763549,0.0048279084254789,0.0034665207079001,0.0037580400375805,0.0016366612111293,0.0029864461291064,0.0018706481449406,0.0062523924971289,0.003104901308494,0.0038190714882444,0.0027624309392264,0.0029570176364981,0.0056219255094869,0.0022813688212928,0.0016669753658085,0.0023864673264546,0.0044988359655193,0.003267119707266,0.0021036527060622,,0.0039971448965026,0.01861258254118,0.0025510204081633,0.0028975626384866,0.0023299235593572,0.0023631598463946,0.0014624919320438
2024-11-11 00:02:00,0.0005538631957906,0.0018856065367693,0.0035806359209396,0.0013966480446927,0.0004083299305839,0.0005132591958938,0.0003627788862687,0.0004483634733223,0.0007196463452245,0.0002233015128676,-0.00099415931403,0.0004769337495664,0.0010827197921177,0.0023783388218074,-0.0005424674519528,0.0007272727272726,0.0007199942400459,0.0001815541031227,0.0009161704076958,0.0008990007261158,0.0015216839969565,0.0048640282998011,0.0007133515634287,0.0021190930281838,-0.0003685374328734,0.0013976240391335,0.0011380880121394,0.0023113905325444,0.0010503466143827,-0.0001879169407121,0.0001302592158396,-0.0009541984732823,,4.73956111664009e-05,-0.0009260908281388,-0.0013570822731128,0.0006798096532969,0.0002228979923259,-0.0006709094899206,-0.0006233833323191
2024-11-11 00:03:00,0.0022142264046498,0.0020075282308655,-0.0017125731411445,0.0023909145248057,0.0014965986394557,0.0018809849521204,0.0027198549410696,0.0026889752016732,0.0005136634477092,0.0012278841323882,0.0,0.0003033586132177,-0.00021630975557,0.0017034738699277,0.002403659765837,0.0010901162790697,0.0017986905532774,0.0010891268832817,0.0016345210853219,0.0025218502780943,0.0020258293238795,-0.0012101210121011,3.960239198441684e-05,0.0029604567561853,-0.0001580028440512,0.0018608978832286,0.0003789314134143,0.0007379393044921,0.0013290430889758,0.0015662688343827,0.0011721802552748,0.0003820439350525,,0.0014691943127962,0.0082712396163855,0.0059453032104637,0.0015285326086955,0.0014803495535073,0.0014619332655698,0.0008710444207802
2024-11-11 00:04:00,0.0013808340237504,-0.0015026296018031,-0.0002859185132236,-0.0003975352812563,0.0008830321967123,-0.0013654207202594,0.0005424954792043,0.0001489868891537,0.0006674196529417,-0.0021740342271029,0.0009329518596841,-0.0014296854691968,-0.0002163565556034,0.0007288187063467,0.0014696782178218,0.0010889292196005,-0.0010772766446424,-0.0001813236627379,0.0010770234986945,-0.0010337698139215,0.0015163002274449,0.001101442890186,7.920164739427804e-05,0.0004216740459623,-0.0014749262536872,-0.0011609008590668,-0.0007575757575758,-9.217439395348136e-05,-0.0001397135871462,-0.0007819097363399,0.0003902692858073,-0.0009547450830628,,-0.0014197151105012,0.0031823485732471,0.0035460992907803,-0.0003391555027979,0.0009218640727319,0.000172293889519,-0.0001229077744753
2024-11-11 00:05:00,-0.0022062879205735,-0.0011286681715575,-0.0031460031460031,-0.0013919268244183,-0.0025110281642348,-0.0020509314647068,-0.0025302729080065,-0.0026813645166096,-0.0012313375404032,-0.0024581005586592,-6.21388181197835e-05,-0.0004772441320664,0.0041116641419605,-0.0035807489227408,-0.0078010349888004,-0.0029006526468455,-0.0016536055791214,-0.0019949220166848,-0.0014018843934404,0.0008968609865469,-0.0052990158970476,-0.0023104852018924,-0.0007523560624058,-0.0018967334035827,-0.0020573960751214,-0.0020920502092048,-0.0022744503411674,-0.0011061946902654,-0.0028645287500873,-0.0017528483786152,-0.0006501950585177,-0.0009556574923547,,-0.0022273825885028,0.0039124458073385,0.0,-0.0003392705682782,-0.0015720773652618,-0.0033200011275474,-0.0008306606918696
2024-11-11 00:06:00,-0.0008291873963516,-0.0001255492780916,-0.0010041600918089,0.0003982477100756,0.0018369846237584,0.0015413598218871,-0.0002415896599624,0.0004480955937267,-0.0004623208506703,-5.600358422941376e-05,-0.0006214267959233,0.0041670283878809,0.0038793103448278,0.000609087586795,0.0026467382842909,0.0007272727272726,0.0018723894570069,0.0007268762493184,0.0006203068886712,0.0016197959746346,0.0002536783358699,-0.001433612704014,0.0009114325341785,0.0004222972972973,0.0008986625786331,-0.0016305613789892,0.0009498480243161,0.0001845699520117,0.0008408071748879,0.0015677912956226,0.0015614834092387,0.0011478859766596,,0.0016623919445235,-0.002036373850151,0.001009591115598,-0.0005090785677924,4.771371769374255e-05,0.0007039221663203,-0.0004051128723993
2024-11-11 00:07:00,0.0013831258644536,0.0027624309392264,0.001435956346927,0.0015923566878981,0.0015619694397284,0.0022229822161421,0.0010270041684286,0.0014929829799941,0.0023640661938535,0.0026883225987119,0.0012436264146251,-0.0009942076597215,-0.0015027908973809,0.0012783053323592,0.0007763975155279,0.0010901162790697,0.0013657274295573,0.0009079353550027,6.525498384934991e-05,0.0011354643360974,-0.0006340349987318,-0.000662617338487,0.0008710111647796,0.0014774166314899,0.0018485264603358,0.0013999066728884,0.0018978933383944,0.0021221627606569,0.0004900588070568,0.0020975518126604,0.0003897622450306,0.0009554748710109,,0.0009483617051544,-0.001547987616099,-0.0025214321734744,0.0013582342954159,0.0029103979134197,0.0011053852990035,0.0008428768206387
2024-11-11 00:08:00,-0.0013812154696132,-0.0036313548710242,-0.0028677946659019,-0.0001987281399046,0.0001356116083537,0.0006824773929363,0.0006638503319253,-0.0005963029218842,-0.001538146021329,-0.0022342624141205,0.0003726245186932,-0.0008221193371122,0.0029026015910558,-0.0010942914462885,-0.0010861132660976,-0.0019963702359347,-0.0030148589476706,-0.0012699564586355,-0.000619881896186,-0.0032306846301897,-0.0016495368608043,-0.0016576417283676,-0.0015822784810127,-0.0025289778714436,-0.0005271759186039,-0.0013979496738117,-0.0020837279787838,-0.0021176687229536,-0.0006997410957945,-0.0028429504201943,-0.0016883116883116,-0.0042000763650248,,-0.0015633142261595,-0.0078224101479915,-0.0042130097741828,-0.0005086469989826,-0.0008880290512361,-0.0006054085252812,-0.0001043392715629
2024-11-11 00:09:00,0.0002766251728907,0.0003770265175317,-0.0015818234109864,-0.0011926058437686,-0.0023728813559321,-0.0020460358056266,-0.0003015499668296,0.0,-0.0008216082982439,-0.0018473940547502,6.208095356341481e-05,-0.0011259310583752,-0.0030013935041269,-0.0023735621690706,-0.000465983224604,-0.000545553737043,0.0004319965440275,-0.0019981834695731,-0.0002285191956125,-0.0016205778911799,-0.0027961362480936,-0.0008855435023246,-0.0009508716323296,-0.0004225649693639,0.0006856901735323,-0.0020998600093325,-0.0009491268033409,-0.0011994832995018,-0.0011903928296338,-0.001942477598847,-0.0015610771432288,-0.0024923312883435,,-0.0018978933383942,-0.0001420555437174,-0.0045693010661702,-0.0008481764206955,-0.0005713832235535,-0.0015254237288135,-0.0008621310787072
